RepliconName	RepliconAccession	Start	Stop	Strand	GeneID	Locus	LocusTag	ProteinProduct	Length	COGs	ProteinName
chr	NC_012967.1	1152947	1154590	+	8178437	flgK	ECB_01078	YP_003044296.1	547	-	flagellar hook-associated protein FlgK
chr	NC_012967.1	1154602	1155555	+	8175843	flgL	ECB_01079	YP_003044297.1	317	-	flagellar hook-associated protein FlgL
chr	NC_012967.1	1155751	1158936	-	8175844	rne	ECB_01080	YP_003044298.1	1061	-	ribonuclease E
chr	NC_012967.1	1159071	1159391	+	8178438	-	ECB_01081	YP_003044299.1	106	-	hypothetical protein ECB_01081
chr	NC_012967.1	1159509	1160468	+	8175845	rluC	ECB_01082	YP_003044300.1	319	-	23S rRNA pseudouridylate synthase C
chr	NC_012967.1	1160580	1161164	-	8175846	yceF	ECB_01083	YP_003044301.1	194	-	Maf-like protein
chr	NC_012967.1	1161363	1161884	+	8175847	yceD	ECB_01084	YP_003044302.1	173	-	hypothetical protein ECB_01084
chr	NC_012967.1	1161936	1162109	+	8175848	rpmF	ECB_01085	YP_003044303.1	57	-	50S ribosomal protein L32
chr	NC_012967.1	1162190	1163260	+	8175849	plsX	ECB_01086	YP_003044304.1	356	-	putative glycerol-3-phosphate acyltransferase PlsX
chr	NC_012967.1	1163328	1164281	+	8175850	fabH	ECB_01087	YP_003044305.1	317	-	3-oxoacyl-(acyl carrier protein) synthase III
chr	NC_012967.1	1164297	1165226	+	8178991	fabD	ECB_01088	YP_003044306.1	309	-	acyl carrier protein S-malonyltransferase
chr	NC_012967.1	1165239	1165973	+	8175851	fabG	ECB_01089	YP_003044307.1	244	-	3-ketoacyl-(acyl-carrier-protein) reductase
chr	NC_012967.1	1166184	1166420	+	8175852	acpP	ECB_01090	YP_003044308.1	78	-	acyl carrier protein
chr	NC_012967.1	1166508	1167749	+	8178992	fabF	ECB_01091	YP_003044309.1	413	-	3-oxoacyl-(acyl carrier protein) synthase II
chr	NC_012967.1	1167869	1168678	+	8175853	pabC	ECB_01092	YP_003044310.1	269	-	4-amino-4-deoxychorismate lyase
chr	NC_012967.1	1168681	1169703	+	8178439	yceG	ECB_01093	YP_003044311.1	340	-	hypothetical protein ECB_01093
chr	NC_012967.1	1169693	1170334	+	8175854	tmk	ECB_01094	YP_003044312.1	213	-	thymidylate kinase
chr	NC_012967.1	1170331	1171335	+	8175855	holB	ECB_01095	YP_003044313.1	334	-	DNA polymerase III subunit delta\'
chr	NC_012967.1	1171346	1172143	+	8178440	ycfH	ECB_01096	YP_003044314.1	265	-	putative metallodependent hydrolase
chr	NC_012967.1	1172438	1173871	+	8175856	ptsG	ECB_01097	YP_003044315.1	477	-	PTS system glucose-specific transporter subunits IIBC
chr	NC_012967.1	1173931	1176120	-	8175857	fhuE	ECB_01098	YP_003044316.1	729	-	ferric-rhodotorulic acid outer membrane transporter
chr	NC_012967.1	1176454	1176813	+	8175858	ycfF	ECB_01099	YP_003044317.1	119	-	purine nucleoside phosphoramidase
chr	NC_012967.1	1176816	1177193	+	8175859	ycfL	ECB_01100	YP_003044318.1	125	-	hypothetical protein ECB_01100
chr	NC_012967.1	1177207	1177848	+	8175860	ycfM	ECB_01101	YP_003044319.1	213	-	putative outer membrane lipoprotein
chr	NC_012967.1	1177829	1178653	+	8178993	thiK	ECB_01102	YP_003044320.1	274	-	thiamine kinase
chr	NC_012967.1	1178664	1179689	+	8175861	nagZ	ECB_01103	YP_003044321.1	341	-	beta-hexosaminidase
chr	NC_012967.1	1179712	1180254	+	8175862	ycfP	ECB_01104	YP_003044322.1	180	-	hypothetical protein ECB_01104
chr	NC_012967.1	1180662	1181966	+	8178441	ndh	ECB_01105	YP_003044323.1	434	-	respiratory NADH dehydrogenase 2/cupric reductase
chr	NC_012967.1	1182193	1182732	+	8175863	ycfJ	ECB_01106	YP_003044324.1	179	-	hypothetical protein ECB_01106
chr	NC_012967.1	1182794	1183426	-	8175864	ycfQ	ECB_01107	YP_003044325.1	210	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	1183667	1183924	+	8175865	ycfR	ECB_01108	YP_003044326.1	85	-	hypothetical protein ECB_01108
chr	NC_012967.1	1184007	1184969	-	8175866	ycfS	ECB_01109	YP_003044327.1	320	-	hypothetical protein ECB_01109
chr	NC_012967.1	1185113	1188559	-	8175867	mfd	ECB_01110	YP_003044328.1	1148	-	transcription-repair coupling factor
chr	NC_012967.1	1188687	1189760	-	8175868	ycfT	ECB_01111	YP_003044329.1	357	-	putative inner membrane protein
chr	NC_012967.1	1190022	1191221	+	8178994	ycfU	ECB_01112	YP_003044330.1	399	-	outer membrane-specific lipoprotein transporter subunit LolC
chr	NC_012967.1	1191214	1191915	+	8175869	lolD	ECB_01113	YP_003044331.1	233	-	lipoprotein transporter ATP-binding subunit
chr	NC_012967.1	1191915	1193159	+	8175870	ycfW	ECB_01114	YP_003044332.1	414	-	outer membrane-specific lipoprotein transporter subunit LolE
chr	NC_012967.1	1193670	1193945	+	8175871	insA-10	ECB_01116	YP_003044333.1	91	-	IS1 protein InsA
chr	NC_012967.1	1193864	1194367	+	8178442	insB-10	ECB_01117	YP_003044334.1	167	-	IS1 protein InsB
chr	NC_012967.1	1194892	1195731	+	8175872	cobB	ECB_01118	YP_003044335.1	279	-	NAD-dependent deacetylase
chr	NC_012967.1	1195850	1196638	-	8175873	ycfZ	ECB_01119	YP_003044336.1	262	-	putative inner membrane protein
chr	NC_012967.1	1196688	1197095	-	8178443	ymfA	ECB_01120	YP_003044337.1	135	-	putative inner membrane protein
chr	NC_012967.1	1197153	1198199	-	8175874	potD	ECB_01121	YP_003044338.1	348	-	spermidine/putrescine ABC transporter periplasmic substrate-binding protein
chr	NC_012967.1	1198196	1198990	-	8175875	potC	ECB_01122	YP_003044339.1	264	-	spermidine/putrescine ABC transporter membrane protein
chr	NC_012967.1	1198987	1199814	-	8175876	potB	ECB_01123	YP_003044340.1	275	-	spermidine/putrescine ABC transporter membrane protein
chr	NC_012967.1	1199828	1200964	-	8178996	potA	ECB_01124	YP_003044341.1	378	-	putrescine/spermidine ABC transporter ATPase protein
chr	NC_012967.1	1201214	1202440	+	8175877	pepT	ECB_01125	YP_003044342.1	408	-	peptidase T
chr	NC_012967.1	1202489	1203610	-	8175878	ycfD	ECB_01126	YP_003044343.1	373	-	hypothetical protein ECB_01126
chr	NC_012967.1	1203686	1205146	-	8178997	phoQ	ECB_01127	YP_003044344.1	486	-	sensor protein PhoQ
chr	NC_012967.1	1205146	1205817	-	8175879	phoP	ECB_01128	YP_003044345.1	223	-	DNA-binding transcriptional regulator PhoP
chr	NC_012967.1	1205985	1207355	-	8175880	purB	ECB_01129	YP_003044346.1	456	-	adenylosuccinate lyase
chr	NC_012967.1	1207359	1208000	-	8178998	ycfC	ECB_01130	YP_003044347.1	213	-	hypothetical protein ECB_01130
chr	NC_012967.1	1208036	1209142	-	8175881	mnmA	ECB_01131	YP_003044348.1	368	-	tRNA-specific 2-thiouridylase MnmA
chr	NC_012967.1	1209196	1209657	-	8175882	ymfB	ECB_01132	YP_003044349.1	153	-	bifunctional thiamin pyrimidine pyrophosphate hydrolase/ thiamin pyrophosphate hydrolase
chr	NC_012967.1	1209667	1210320	-	8175883	ymfC	ECB_01133	YP_003044350.1	217	-	23S rRNA pseudouridine synthase E
chr	NC_012967.1	1210492	1211742	+	8178999	icdA	ECB_01134	YP_003044351.1	416	-	isocitrate dehydrogenase
chr	NC_012967.1	1211845	1212168	-	8175884	ycgW	ECB_01135	YP_003044352.1	107	-	hypothetical protein ECB_01135
chr	NC_012967.1	1212864	1213268	-	8175885	ycgX	ECB_01136	YP_003044353.1	134	-	hypothetical protein ECB_01136
chr	NC_012967.1	1213489	1214220	-	8179000	ycgE	ECB_01137	YP_003044354.1	243	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	1214425	1215636	-	8175886	ycgF	ECB_01138	YP_003044355.1	403	-	putative FAD-binding phosphodiesterase
chr	NC_012967.1	1215950	1216186	+	8175887	ycgZ	ECB_01139	YP_003044356.1	78	-	hypothetical protein ECB_01139
chr	NC_012967.1	1216229	1216501	+	8175888	ymgA	ECB_01140	YP_003044357.1	90	-	hypothetical protein ECB_01140
chr	NC_012967.1	1216530	1216796	+	8175889	ymgB	ECB_01141	YP_003044358.1	88	-	hypothetical protein ECB_01141
chr	NC_012967.1	1216909	1217157	+	8178444	ymgC	ECB_01142	YP_003044359.1	82	-	hypothetical protein ECB_01142
chr	NC_012967.1	1217489	1219012	+	8175890	ycgG	ECB_01143	YP_003044360.1	507	-	inner membrane protein
chr	NC_012967.1	1219144	1219362	+	8175891	ymgF	ECB_01144	YP_003044361.1	72	-	hypothetical protein ECB_01144
chr	NC_012967.1	1222466	1222795	-	8175893	ymgD	ECB_01146	YP_003044362.1	109	-	hypothetical protein ECB_01146
chr	NC_012967.1	1222805	1223080	-	8175894	-	ECB_01147	YP_003044363.1	91	-	hypothetical protein ECB_01147
chr	NC_012967.1	1223856	1224068	+	8175895	ycgI	ECB_01148	YP_003044364.1	70	-	hypothetical protein ECB_01148
chr	NC_012967.1	1224440	1224706	-	8179001	minE	ECB_01149	YP_003044365.1	88	-	cell division topological specificity factor MinE
chr	NC_012967.1	1224710	1225522	-	8175896	minD	ECB_01150	YP_003044366.1	270	-	cell division inhibitor MinD
chr	NC_012967.1	1225546	1226241	-	8175897	minC	ECB_01151	YP_003044367.1	231	-	septum formation inhibitor
chr	NC_012967.1	1226761	1227129	+	8179002	ycgJ	ECB_01152	YP_003044368.1	122	-	hypothetical protein ECB_01152
chr	NC_012967.1	1227232	1227633	-	8175898	ycgK	ECB_01153	YP_003044369.1	133	-	hypothetical protein ECB_01153
chr	NC_012967.1	1227842	1228168	+	8175899	ycgL	ECB_01154	YP_003044370.1	108	-	hypothetical protein ECB_01154
chr	NC_012967.1	1228240	1228899	+	8178445	ycgM	ECB_01155	YP_003044371.1	219	-	hypothetical protein ECB_01155
chr	NC_012967.1	1228991	1229437	+	8175900	ycgN	ECB_01156	YP_003044372.1	148	-	hypothetical protein ECB_01156
chr	NC_012967.1	1230917	1231336	+	8175902	umuD	ECB_01158	YP_003044373.1	139	-	DNA polymerase V subunit UmuD
chr	NC_012967.1	1231336	1232604	+	8175903	umuC	ECB_01159	YP_003044374.1	422	-	DNA polymerase V subunit UmuC
chr	NC_012967.1	1232650	1233180	-	8175904	dsbB	ECB_01160	YP_003044375.1	176	-	disulfide bond formation protein B
chr	NC_012967.1	1233326	1234867	-	8175905	nhaB	ECB_01161	YP_003044376.1	513	-	sodium/proton antiporter
chr	NC_012967.1	1235088	1235807	+	8178446	fadR	ECB_01162	YP_003044377.1	239	-	fatty acid metabolism regulator
chr	NC_012967.1	1235859	1237391	-	8175906	ycgB	ECB_01163	YP_003044378.1	510	-	SpoVR family protein
chr	NC_012967.1	1237721	1239019	+	8178447	dadA	ECB_01164	YP_003044379.1	432	-	D-amino acid dehydrogenase small subunit
chr	NC_012967.1	1239029	1240099	+	8175907	dadX	ECB_01165	YP_003044380.1	356	-	alanine racemase
chr	NC_012967.1	1240485	1242221	-	8175908	ycgO	ECB_01166	YP_003044381.1	578	-	potassium/proton antiporter
chr	NC_012967.1	1242316	1243230	-	8175909	ldcA	ECB_01167	YP_003044382.1	304	-	L,D-carboxypeptidase A
chr	NC_012967.1	1243330	1243941	+	8175910	mltE	ECB_01168	YP_003044383.1	203	-	lytic murein endotransglycosylase E
chr	NC_012967.1	1243943	1244677	-	8179003	ycgR	ECB_01169	YP_003044384.1	244	-	YcgR
chr	NC_012967.1	1244878	1245132	+	8175911	ymgE	ECB_01170	YP_003044385.1	84	-	putative inner membrane protein
chr	NC_012967.1	1245310	1245750	+	8175912	ycgY	ECB_01171	YP_003044386.1	146	-	hypothetical protein ECB_01171
chr	NC_012967.1	1245829	1247526	-	8175913	treA	ECB_01172	YP_003044387.1	565	-	trehalase
chr	NC_012967.1	1247846	1249264	-	8178448	dhaM	ECB_01173	YP_003044388.1	472	-	dihydroxyacetone kinase subunit M
chr	NC_012967.1	1249275	1249907	-	8175914	dhaL	ECB_01174	YP_003044389.1	210	-	dihydroxyacetone kinase subunit DhaL
chr	NC_012967.1	1249918	1250988	-	8178449	dhaK	ECB_01175	YP_003044390.1	356	-	dihydroxyacetone kinase subunit DhaK
chr	NC_012967.1	1251216	1253135	+	8175915	dhaR	ECB_01176	YP_003044391.1	639	-	DNA-binding transcriptional regulator DhaR
chr	NC_012967.1	1253235	1256102	-	8175916	ycgV	ECB_01177	YP_003044392.1	955	-	putative adhesin
chr	NC_012967.1	1256871	1257962	-	8178450	ychF	ECB_01178	YP_003044393.1	363	-	GTP-dependent nucleic acid-binding protein EngD
chr	NC_012967.1	1258079	1258663	-	8175917	pth	ECB_01179	YP_003044394.1	194	-	peptidyl-tRNA hydrolase
chr	NC_012967.1	1258941	1259219	+	8179004	ychH	ECB_01180	YP_003044395.1	92	-	hypothetical protein ECB_01180
chr	NC_012967.1	1259274	1260953	-	8175918	ychM	ECB_01181	YP_003044396.1	559	-	putative sulfate transporter YchM
chr	NC_012967.1	1261078	1262025	-	8175919	prsA	ECB_01182	YP_003044397.1	315	-	ribose-phosphate pyrophosphokinase
chr	NC_012967.1	1262176	1263027	-	8175920	ipk	ECB_01183	YP_003044398.1	283	-	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
chr	NC_012967.1	1263027	1263650	-	8175921	lolB	ECB_01184	YP_003044399.1	207	-	outer membrane lipoprotein LolB
chr	NC_012967.1	1263864	1265120	+	8179005	hemA	ECB_01185	YP_003044400.1	418	-	glutamyl-tRNA reductase
chr	NC_012967.1	1265162	1266244	+	8175922	prfA	ECB_01186	YP_003044401.1	360	-	peptide chain release factor 1
chr	NC_012967.1	1266244	1267077	+	8179006	hemK	ECB_01187	YP_003044402.1	277	-	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
chr	NC_012967.1	1267074	1267466	+	8175923	ychQ	ECB_01188	YP_003044403.1	130	-	putative transcriptional regulator
chr	NC_012967.1	1267470	1268279	+	8175924	ychA	ECB_01189	YP_003044404.1	269	-	putative transcriptional regulator
chr	NC_012967.1	1268315	1269169	+	8178451	kdsA	ECB_01190	YP_003044405.1	284	-	2-dehydro-3-deoxyphosphooctonate aldolase
chr	NC_012967.1	1269316	1269423	-	8175925	ldrA	ECB_01191	YP_003044406.1	35	-	toxic polypeptide, small
chr	NC_012967.1	1269851	1269958	-	8179007	ldrB	ECB_01192	YP_003044407.1	35	-	toxic polypeptide, small
chr	NC_012967.1	1270386	1270493	-	8175926	ldrC	ECB_01193	YP_003044408.1	35	-	toxic polypeptide, small
chr	NC_012967.1	1270898	1271998	-	8175927	chaA	ECB_01194	YP_003044409.1	366	-	calcium/sodium:proton antiporter
chr	NC_012967.1	1272268	1272498	+	8175928	chaB	ECB_01195	YP_003044410.1	76	-	cation transport regulator
chr	NC_012967.1	1272635	1273351	+	8175929	chaC	ECB_01196	YP_003044411.1	238	-	regulatory protein for cation transport
chr	NC_012967.1	1273395	1273748	-	8179008	ychN	ECB_01197	YP_003044412.1	117	-	hypothetical protein ECB_01197
chr	NC_012967.1	1274075	1275328	+	8175930	ychP	ECB_01198	YP_003044413.1	417	-	hypothetical protein ECB_01198
chr	NC_012967.1	1275329	1275979	-	8175931	narL	ECB_01199	YP_003044414.1	216	-	transcriptional regulator NarL
chr	NC_012967.1	1275972	1277768	-	8175932	narX	ECB_01200	YP_003044415.1	598	-	nitrate/nitrite sensor protein NarX
chr	NC_012967.1	1278107	1279498	+	8175933	narK	ECB_01201	YP_003044416.1	463	-	nitrate/nitrite transporter
chr	NC_012967.1	1280014	1283757	+	8175934	narG	ECB_01202	YP_003044417.1	1247	-	nitrate reductase 1, subunit alpha
chr	NC_012967.1	1283754	1285292	+	8175935	narH	ECB_01203	YP_003044418.1	512	-	nitrate reductase 1, beta (Fe-S) subunit
chr	NC_012967.1	1285289	1285999	+	8175936	narJ	ECB_01204	YP_003044419.1	236	-	molybdenum-cofactor-assembly chaperone subunit (subunit delta) of nitrate reductase 1
chr	NC_012967.1	1285999	1286676	+	8179009	narI	ECB_01205	YP_003044420.1	225	-	nitrate reductase 1, gamma (cytochrome b(NR)) subunit
chr	NC_012967.1	1287576	1288418	-	8175940	purU	ECB_01208	YP_003044421.1	280	-	formyltetrahydrofolate deformylase
chr	NC_012967.1	1288468	1288926	-	8175941	ychJ	ECB_01209	YP_003044422.1	152	-	hypothetical protein ECB_01209
chr	NC_012967.1	1289000	1289944	+	8175942	ychK	ECB_01210	YP_003044423.1	314	-	hypothetical protein ECB_01210
chr	NC_012967.1	1290036	1291049	+	8175943	hnr	ECB_01211	YP_003044424.1	337	-	response regulator of RpoS
chr	NC_012967.1	1291251	1292159	+	8178452	galU	ECB_01212	YP_003044425.1	302	-	UTP--glucose-1-phosphate uridylyltransferase subunit GalU
chr	NC_012967.1	1292303	1292716	-	8175944	hns	ECB_01213	YP_003044426.1	137	-	global DNA-binding transcriptional dual regulator H-NS
chr	NC_012967.1	1293320	1293937	+	8178453	tdk	ECB_01214	YP_003044427.1	205	-	thymidine kinase
chr	NC_012967.1	1294239	1296914	-	8175945	adhE	ECB_01215	YP_003044428.1	891	-	bifunctional acetaldehyde-CoA/alcohol dehydrogenase
chr	NC_012967.1	1297391	1298038	+	8175946	ychE	ECB_01216	YP_003044429.1	215	-	hypothetical protein ECB_01216
chr	NC_012967.1	1298776	1300407	+	8178454	oppA	ECB_01217	YP_003044430.1	543	-	oligopeptide transporter subunit
chr	NC_012967.1	1300493	1301413	+	8175947	oppB	ECB_01218	YP_003044431.1	306	-	oligopeptide transporter permease
chr	NC_012967.1	1301428	1302336	+	8175948	oppC	ECB_01219	YP_003044432.1	302	-	oligopeptide transporter subunit
chr	NC_012967.1	1302348	1303361	+	8175949	oppD	ECB_01220	YP_003044433.1	337	-	oligopeptide transporter ATP-binding protein
chr	NC_012967.1	1303358	1304362	+	8175950	oppF	ECB_01221	YP_003044434.1	334	-	oligopeptide transporter subunit
chr	NC_012967.1	1304415	1304744	-	8175951	yciU	ECB_01222	YP_003044435.1	109	-	dsDNA-mimic protein
chr	NC_012967.1	1304779	1306239	-	8175952	cls	ECB_01223	YP_003044436.1	486	-	cardiolipin synthetase
chr	NC_012967.1	1306610	1307863	-	8178455	kch	ECB_01224	YP_003044437.1	417	-	voltage-gated potassium channel
chr	NC_012967.1	1308163	1308459	-	8175953	yciI	ECB_01225	YP_003044438.1	98	-	YciI-like protein
chr	NC_012967.1	1308683	1309402	+	8178456	tonB	ECB_01226	YP_003044439.1	239	-	transport protein TonB
chr	NC_012967.1	1309442	1309840	-	8175954	yciA	ECB_01227	YP_003044440.1	132	-	acyl-CoA thioester hydrolase
chr	NC_012967.1	1309945	1310484	-	8175955	ispZ	ECB_01228	YP_003044441.1	179	-	intracellular septation protein A
chr	NC_012967.1	1310514	1311257	-	8178457	yciC	ECB_01229	YP_003044442.1	247	-	hypothetical protein ECB_01229
chr	NC_012967.1	1311614	1312252	+	8175956	yciD	ECB_01230	YP_003044443.1	212	-	outer membrane protein W
chr	NC_012967.1	1312312	1312818	-	8179010	yciE	ECB_01231	YP_003044444.1	168	-	hypothetical protein ECB_01231
chr	NC_012967.1	1312864	1313364	-	8175957	yciF	ECB_01232	YP_003044445.1	166	-	hypothetical protein ECB_01232
chr	NC_012967.1	1313450	1313629	-	8175958	yciG	ECB_01233	YP_003044446.1	59	-	hypothetical protein ECB_01233
chr	NC_012967.1	1314010	1314816	-	8175959	trpA	ECB_01234	YP_003044447.1	268	-	tryptophan synthase subunit alpha
chr	NC_012967.1	1314816	1316009	-	8175960	trpB	ECB_01235	YP_003044448.1	397	-	tryptophan synthase subunit beta
chr	NC_012967.1	1316021	1317379	-	8178458	trpC	ECB_01236	YP_003044449.1	452	-	bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
chr	NC_012967.1	1317383	1318978	-	8175961	trpD	ECB_01237	YP_003044450.1	531	-	bifunctional glutamine amidotransferase/anthranilate phosphoribosyltransferase
chr	NC_012967.1	1318978	1320540	-	8179011	trpE	ECB_01238	YP_003044451.1	520	-	anthranilate synthase component I
chr	NC_012967.1	1320814	1321695	+	8175963	yciV	ECB_01240	YP_003044453.1	293	-	hypothetical protein ECB_01240
chr	NC_012967.1	1321692	1322312	+	8175964	yciO	ECB_01241	YP_003044454.1	206	-	hypothetical protein ECB_01241
chr	NC_012967.1	1322776	1323051	+	8175966	insA-11	ECB_01243	YP_003044455.1	91	-	IS1 protein InsA
chr	NC_012967.1	1322970	1323473	+	8175967	insB-11	ECB_01244	YP_003044456.1	167	-	IS1 protein InsA
chr	NC_012967.1	1325224	1326099	+	8175968	yciL	ECB_01245	YP_003044457.1	291	-	23S rRNA pseudouridylate synthase B
chr	NC_012967.1	1326139	1326729	-	8178459	btuR	ECB_01246	YP_003044458.1	196	-	cob(I)yrinic acid a,c-diamide adenosyltransferase
chr	NC_012967.1	1326726	1327484	-	8175969	yciK	ECB_01247	YP_003044459.1	252	-	short chain dehydrogenase
chr	NC_012967.1	1327704	1328753	+	8175970	sohB	ECB_01248	YP_003044460.1	349	-	putative periplasmic protease
chr	NC_012967.1	1328789	1329040	-	8175971	yciN	ECB_01249	YP_003044461.1	83	-	hypothetical protein ECB_01249
chr	NC_012967.1	1329420	1332017	+	8175972	topA	ECB_01250	YP_003044462.1	865	-	DNA topoisomerase I
chr	NC_012967.1	1332227	1333201	+	8175973	cysB	ECB_01251	YP_003044463.1	324	-	transcriptional regulator CysB
chr	NC_012967.1	1334203	1336878	+	8179012	acnA	ECB_01253	YP_003044464.1	891	-	aconitate hydratase
chr	NC_012967.1	1336942	1337532	-	8175975	ribA	ECB_01254	YP_003044465.1	196	-	GTP cyclohydrolase II
chr	NC_012967.1	1337702	1338466	+	8175976	pgpB	ECB_01255	YP_003044466.1	254	-	phosphatidylglycerophosphatase B
chr	NC_012967.1	1338615	1338923	+	8178460	yciS	ECB_01256	YP_003044467.1	102	-	inner membrane protein
chr	NC_012967.1	1338930	1340099	+	8175977	yciM	ECB_01257	YP_003044468.1	389	-	tetratricopeptide repeat protein
chr	NC_012967.1	1340292	1341029	+	8175978	pyrF	ECB_01258	YP_003044469.1	245	-	orotidine 5\'-phosphate decarboxylase
chr	NC_012967.1	1341029	1341355	+	8178461	yciH	ECB_01259	YP_003044470.1	108	-	translation initiation factor Sui1
chr	NC_012967.1	1341481	1341699	-	8175979	osmB	ECB_01260	YP_003044471.1	72	-	lipoprotein
chr	NC_012967.1	1341968	1342717	-	8175980	yciT	ECB_01261	YP_003044472.1	249	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	1343127	1345112	-	8175981	yciR	ECB_01262	YP_003044473.1	661	-	RNase II stability modulator
chr	NC_012967.1	1345347	1347281	-	8178462	rnb	ECB_01263	YP_003044474.1	644	-	exoribonuclease II
chr	NC_012967.1	1347349	1348476	-	8175982	yciW	ECB_01264	YP_003044475.1	375	-	putative oxidoreductase
chr	NC_012967.1	1348620	1349408	-	8175983	fabI	ECB_01265	YP_003044476.1	262	-	enoyl-(acyl carrier protein) reductase
chr	NC_012967.1	1349776	1350129	-	8178463	ycjD	ECB_01266	YP_003044477.1	117	-	hypothetical protein ECB_01266
